Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Senhor das Moscas,William Golding,Aventura,1943,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 572,2.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1911,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 401,3.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1953,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 166,4.2
A Culpa é das Estrelas,John Green,Romance,1914,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 14",4.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2016,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 94",2.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1919,A jornada de Frodo para destruir o anel poderoso. Variado 390,1.8
O Alquimista,Paulo Coelho,Filosofia,1953,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 186,1.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1992,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 722,1.2
O Senhor das Moscas,William Golding,Aventura,2006,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 597,3.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1930,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 509,2.7
Dom Quixote,Miguel de Cervantes,Clássico,1931,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 282,2.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1902,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 888,2.1
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2019,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 906,4.6
O Alquimista,Paulo Coelho,Filosofia,1949,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 714,1.7
O Rei Leão,Roger Allers,Infantil,1939,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 879",1.9
O Milagre da Manhã,Hal Elrod,Autoajuda,2021,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 520,3.3
A Menina que Roubava Livros,Markus Zusak,Histórico,2023,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 3,1.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1931,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 256,1.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1909,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 543,2.6
Dom Quixote,Miguel de Cervantes,Clássico,1929,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 798,3.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1997,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 569",1.7
O Alquimista,Paulo Coelho,Filosofia,1984,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 452,3.7
O Código Da Vinci,Dan Brown,Mistério,1963,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 808,1.0
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1926,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 476,1.8
A Culpa é das Estrelas,John Green,Romance,1923,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 636",1.8
Dom Quixote,Miguel de Cervantes,Clássico,1906,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 917,1.3
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1999,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 160,1.9
O Código Da Vinci,Dan Brown,Mistério,2008,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 480,4.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1907,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 502",4.8
O Alquimista,Paulo Coelho,Filosofia,2018,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 205,2.6
A Menina que Roubava Livros,Markus Zusak,Histórico,2009,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 446,2.7
O Hobbit,J. R. R. Tolkien,Fantasia,1938,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 640,3.6
O Alquimista,Paulo Coelho,Filosofia,1992,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 323,4.4
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2007,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 509",2.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1987,A jornada de Frodo para destruir o anel poderoso. Variado 185,2.8
O Rei Leão,Roger Allers,Infantil,2015,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 41",3.8
O Milagre da Manhã,Hal Elrod,Autoajuda,1939,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 772,2.1
A Arte da Guerra,Sun Tzu,Filosofia,1990,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 396",1.3
Dom Quixote,Miguel de Cervantes,Clássico,1906,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 43,1.7
O Senhor das Moscas,William Golding,Aventura,1936,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 75,2.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1936,A jornada de Frodo para destruir o anel poderoso. Variado 333,2.7
A Arte da Guerra,Sun Tzu,Filosofia,1936,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 114",3.5
A Revolução dos Bichos,George Orwell,Fábula,1903,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 942,2.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1997,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 661,2.8
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1918,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 839,2.2
O Lobo da Estepe,Hermann Hesse,Psicológico,1902,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 668,1.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1930,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 200,4.5
O Hobbit,J. R. R. Tolkien,Fantasia,1989,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 85,2.4
O Hobbit,J. R. R. Tolkien,Fantasia,1913,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 212,3.5
Dom Quixote,Miguel de Cervantes,Clássico,1962,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 986,1.3
O Código Da Vinci,Dan Brown,Mistério,2015,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 873,4.7
O Lobo da Estepe,Hermann Hesse,Psicológico,2001,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 609,1.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1964,Uma história filosófica sobre um menino e suas aventuras. Variado 989,4.1
A Arte da Guerra,Sun Tzu,Filosofia,1992,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 335",4.1
A Revolução dos Bichos,George Orwell,Fábula,1954,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 838,5.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1933,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 619",2.6
A Menina que Roubava Livros,Markus Zusak,Histórico,1993,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 883,3.1
1984,George Orwell,Distopia,1974,Um regime totalitário vigia tudo e todos. Variado 891,4.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1906,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 823",2.9
A Culpa é das Estrelas,John Green,Romance,1945,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 401",2.4
A Arte da Guerra,Sun Tzu,Filosofia,2004,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 71",1.6
A Revolução dos Bichos,George Orwell,Fábula,1929,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 548,3.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2001,A jornada de Frodo para destruir o anel poderoso. Variado 653,2.7
O Código Da Vinci,Dan Brown,Mistério,1946,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 661,1.9
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2024,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 792",1.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1990,"Em um reino medieval, várias famílias brigam pelo poder. Variado 428",1.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1950,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 891",4.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1981,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 553,4.4
O Milagre da Manhã,Hal Elrod,Autoajuda,1950,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 938,4.2
A Arte da Guerra,Sun Tzu,Filosofia,1929,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 484",4.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1904,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 231",4.4
O Senhor das Moscas,William Golding,Aventura,1954,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 520,2.3
A Menina que Roubava Livros,Markus Zusak,Histórico,1985,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 754,3.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1975,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 787,4.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1922,"Em um reino medieval, várias famílias brigam pelo poder. Variado 288",2.8
O Rei Leão,Roger Allers,Infantil,1912,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 758",1.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2005,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 265",4.3
A Guerra dos Tronos,George R. R. Martin,Fantasia,1902,"Em um reino medieval, várias famílias brigam pelo poder. Variado 674",3.5
A Revolução dos Bichos,George Orwell,Fábula,1904,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 424,4.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1981,Uma história filosófica sobre um menino e suas aventuras. Variado 357,4.0
O Hobbit,J. R. R. Tolkien,Fantasia,2006,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 492,1.8
A Arte da Guerra,Sun Tzu,Filosofia,1936,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 538",1.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2015,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 733,3.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1973,Uma história filosófica sobre um menino e suas aventuras. Variado 118,4.7
A Menina que Roubava Livros,Markus Zusak,Histórico,2016,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 935,1.3
O Rei Leão,Roger Allers,Infantil,2022,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 129",4.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1935,A jornada de Frodo para destruir o anel poderoso. Variado 941,3.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1981,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 606,2.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1934,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 17,1.9
O Milagre da Manhã,Hal Elrod,Autoajuda,2002,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 653,3.9
O Rei Leão,Roger Allers,Infantil,1901,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 648",3.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1988,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 289,1.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1916,A jornada de Frodo para destruir o anel poderoso. Variado 316,4.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2005,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 734,1.3
O Código Da Vinci,Dan Brown,Mistério,1994,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 526,4.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1938,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 696,4.7
1984,George Orwell,Distopia,1930,Um regime totalitário vigia tudo e todos. Variado 502,3.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2021,Uma história filosófica sobre um menino e suas aventuras. Variado 696,1.4
A Culpa é das Estrelas,John Green,Romance,1951,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 325",3.7
A Arte da Guerra,Sun Tzu,Filosofia,1906,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 696",3.4
A Culpa é das Estrelas,John Green,Romance,2024,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 471",4.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2023,Uma história filosófica sobre um menino e suas aventuras. Variado 69,3.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,1996,"Em um reino medieval, várias famílias brigam pelo poder. Variado 992",3.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2012,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 184",3.3
O Alquimista,Paulo Coelho,Filosofia,1957,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 954,4.4
O Alquimista,Paulo Coelho,Filosofia,1923,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 84,4.2
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1958,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 774,1.4
Dom Quixote,Miguel de Cervantes,Clássico,1949,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 687,3.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,1968,"Em um reino medieval, várias famílias brigam pelo poder. Variado 175",4.6
O Alquimista,Paulo Coelho,Filosofia,2014,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 738,2.1
O Código Da Vinci,Dan Brown,Mistério,2000,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 626,4.7
O Hobbit,J. R. R. Tolkien,Fantasia,1906,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 384,1.4
O Lobo da Estepe,Hermann Hesse,Psicológico,1997,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 202,3.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1991,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 977",2.2
O Rei Leão,Roger Allers,Infantil,1919,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 876",3.6
1984,George Orwell,Distopia,1926,Um regime totalitário vigia tudo e todos. Variado 8,4.9
O Senhor das Moscas,William Golding,Aventura,2003,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 438,3.8
O Hobbit,J. R. R. Tolkien,Fantasia,1982,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 926,1.4
