Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Senhor das Moscas,William Golding,Aventura,1918,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 677,1.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1954,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 467,1.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1942,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 156,1.6
O Código Da Vinci,Dan Brown,Mistério,2004,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 488,1.5
1984,George Orwell,Distopia,1905,Um regime totalitário vigia tudo e todos. Variado 271,1.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1997,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 297,1.3
A Culpa é das Estrelas,John Green,Romance,1923,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 636",1.8
O Rei Leão,Roger Allers,Infantil,1984,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 740",4.5
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1985,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 51",1.2
O Código Da Vinci,Dan Brown,Mistério,1982,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 197,1.2
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2002,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 305,3.6
O Senhor das Moscas,William Golding,Aventura,1907,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 569,3.1
O Rei Leão,Roger Allers,Infantil,1946,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 989",3.4
1984,George Orwell,Distopia,1921,Um regime totalitário vigia tudo e todos. Variado 784,4.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1986,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 40",2.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1938,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 512,1.6
O Milagre da Manhã,Hal Elrod,Autoajuda,1990,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 33,1.6
O Rei Leão,Roger Allers,Infantil,1943,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 628",1.8
O Milagre da Manhã,Hal Elrod,Autoajuda,1984,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 492,1.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1998,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 539,3.8
O Rei Leão,Roger Allers,Infantil,1968,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 510",1.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1966,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 798,3.2
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1961,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 388",3.7
O Código Da Vinci,Dan Brown,Mistério,1923,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 179,2.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1994,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 543",2.7
A Arte da Guerra,Sun Tzu,Filosofia,2004,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 130",2.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1972,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 645,2.2
A Arte da Guerra,Sun Tzu,Filosofia,1937,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 355",1.8
O Rei Leão,Roger Allers,Infantil,2009,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 805",2.8
A Culpa é das Estrelas,John Green,Romance,2000,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 184",2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,2000,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 784,2.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2013,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 583,3.8
Dom Quixote,Miguel de Cervantes,Clássico,1900,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 317,2.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1954,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 957,3.1
O Hobbit,J. R. R. Tolkien,Fantasia,1905,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 753,4.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1974,Uma história filosófica sobre um menino e suas aventuras. Variado 823,4.4
A Revolução dos Bichos,George Orwell,Fábula,1946,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 120,2.4
O Senhor das Moscas,William Golding,Aventura,2002,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 101,4.9
Dom Quixote,Miguel de Cervantes,Clássico,2005,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 291,3.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1978,Uma história filosófica sobre um menino e suas aventuras. Variado 954,3.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1974,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 363,1.6
O Código Da Vinci,Dan Brown,Mistério,1908,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 367,4.8
A Menina que Roubava Livros,Markus Zusak,Histórico,2000,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 709,4.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2024,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 538,4.0
Dom Quixote,Miguel de Cervantes,Clássico,2017,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 766,3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1930,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 685",2.5
A Menina que Roubava Livros,Markus Zusak,Histórico,1957,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 990,2.9
O Código Da Vinci,Dan Brown,Mistério,1987,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 462,2.3
A Arte da Guerra,Sun Tzu,Filosofia,1982,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 416",1.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1996,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 855,3.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1924,Uma história filosófica sobre um menino e suas aventuras. Variado 891,4.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1906,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 477,2.9
A Arte da Guerra,Sun Tzu,Filosofia,1943,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 918",3.6
O Lobo da Estepe,Hermann Hesse,Psicológico,2007,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 467,2.6
A Revolução dos Bichos,George Orwell,Fábula,2014,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 993,3.9
A Culpa é das Estrelas,John Green,Romance,1990,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 602",4.2
A Guerra dos Tronos,George R. R. Martin,Fantasia,2003,"Em um reino medieval, várias famílias brigam pelo poder. Variado 85",1.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1981,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 404",4.9
O Milagre da Manhã,Hal Elrod,Autoajuda,2002,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 653,3.9
O Hobbit,J. R. R. Tolkien,Fantasia,1932,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 617,3.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1960,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 931,2.5
A Culpa é das Estrelas,John Green,Romance,1910,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 839",3.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,1922,"Em um reino medieval, várias famílias brigam pelo poder. Variado 144",4.1
A Revolução dos Bichos,George Orwell,Fábula,1998,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 937,4.7
A Revolução dos Bichos,George Orwell,Fábula,1929,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 542,2.3
A Arte da Guerra,Sun Tzu,Filosofia,1901,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 116",2.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1922,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 136,3.5
O Código Da Vinci,Dan Brown,Mistério,1927,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 777,1.3
O Hobbit,J. R. R. Tolkien,Fantasia,2024,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 845,2.9
Dom Quixote,Miguel de Cervantes,Clássico,1922,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 451,1.7
O Lobo da Estepe,Hermann Hesse,Psicológico,1905,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 818,4.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1921,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 696,4.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2013,A jornada de Frodo para destruir o anel poderoso. Variado 569,1.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1908,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 538",4.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1958,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 635",4.6
A Revolução dos Bichos,George Orwell,Fábula,1931,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 437,3.3
O Alquimista,Paulo Coelho,Filosofia,1937,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 341,4.5
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1992,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 82",1.3
Dom Quixote,Miguel de Cervantes,Clássico,1968,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 450,1.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1942,"Em um reino medieval, várias famílias brigam pelo poder. Variado 582",1.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1903,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 726,2.6
A Arte da Guerra,Sun Tzu,Filosofia,1992,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 651",3.5
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1909,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 309",1.4
O Senhor das Moscas,William Golding,Aventura,1984,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 800,1.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1980,A jornada de Frodo para destruir o anel poderoso. Variado 658,2.3
A Revolução dos Bichos,George Orwell,Fábula,1980,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 470,1.2
Dom Quixote,Miguel de Cervantes,Clássico,2009,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 936,1.5
A Revolução dos Bichos,George Orwell,Fábula,2008,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 791,4.3
A Arte da Guerra,Sun Tzu,Filosofia,2021,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 32",2.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1920,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 186,1.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1944,A jornada de Frodo para destruir o anel poderoso. Variado 161,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1991,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 62,4.2
A Revolução dos Bichos,George Orwell,Fábula,1951,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 876,1.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1936,Uma história filosófica sobre um menino e suas aventuras. Variado 791,3.8
Dom Quixote,Miguel de Cervantes,Clássico,2010,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 146,3.6
A Culpa é das Estrelas,John Green,Romance,2022,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 657",3.5
A Revolução dos Bichos,George Orwell,Fábula,1947,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 103,2.7
A Revolução dos Bichos,George Orwell,Fábula,1901,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 333,4.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1983,A jornada de Frodo para destruir o anel poderoso. Variado 174,1.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2003,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 818,2.4
A Culpa é das Estrelas,John Green,Romance,1966,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 217",1.3
O Hobbit,J. R. R. Tolkien,Fantasia,2002,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 918,1.2
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1963,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 756,2.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1939,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 724",3.6
1984,George Orwell,Distopia,1926,Um regime totalitário vigia tudo e todos. Variado 8,4.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1956,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 354,1.5
O Senhor das Moscas,William Golding,Aventura,1925,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 602,3.1
O Alquimista,Paulo Coelho,Filosofia,1981,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 417,2.2
1984,George Orwell,Distopia,1993,Um regime totalitário vigia tudo e todos. Variado 656,2.0
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1997,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 526,1.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1951,Uma história filosófica sobre um menino e suas aventuras. Variado 763,4.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1900,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 565",2.4
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2012,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 184",3.3
O Senhor das Moscas,William Golding,Aventura,1931,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 944,4.4
O Milagre da Manhã,Hal Elrod,Autoajuda,1941,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 394,1.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1924,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 66,2.8
